id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;target_wartosc_sprzedazy
62485;wielkopolskie;POW;968;;CEIDG;27.04.2010;09.03.2018;nie ma strony www;1300
62488;wielkopolskie;KNW;1574;1 osoba;CEIDG;01.06.2008;04.04.2018;ma stronê www;400
62489;kujawsko-pomorskie;BDW;848;;CEIDG;01.09.2000;31.10.2019;nie ma strony www;855
62498;œl¹skie;CZW;968;;CEIDG;29.12.2009;10.01.2020;nie ma strony www;4128
62510;pomorskie;GDW;968;;CEIDG;29.07.1998;07.09.2018;e-commerce;1700
62511;dolnoœl¹skie;WRW;755;;CEIDG;25.01.2011;15.10.2018;ma stronê www;3000
62517;pomorskie;GDW;968;;CEIDG;10.10.2003;06.11.2019;ma stronê www;1755
62518;wielkopolskie;POW;437;;CEIDG;24.07.2007;22.08.2018;ma stronê www;650
62520;mazowieckie;WAW;526;;CEIDG;16.01.1995;03.02.2020;ma stronê www;900
62522;podlaskie;LMW;1574;;CEIDG;01.04.2010;25.04.2018;ma stronê www;400
62526;wielkopolskie;KNW;1574;;CEIDG;02.11.2010;30.01.2018;ma stronê www;1800
62527;ma³opolskie;KRW;98;1 osoba;CEIDG;18.01.2008;03.07.2018;nie ma strony www;701
62540;³ódzkie;LDW;1387;;CEIDG;19.10.2011;28.09.2018;ma stronê www;1250
62541;œl¹skie;GLW;848;;CEIDG;03.09.2007;15.06.2020;ma stronê www;5931
62543;mazowieckie;GRW;1402;;CEIDG;03.03.2014;26.04.2018;nie ma strony www;500
62547;³ódzkie;LDW;1574;;CEIDG;15.06.2001;19.07.2018;nie ma strony www;660
62552;mazowieckie;WAW;526;;CEIDG;01.02.2006;28.04.2020;ma stronê www;2004
62556;wielkopolskie;POW;522;;CEIDG;04.07.2016;02.06.2020;ma stronê www;1990
62559;lubuskie;ZGW;848;;CEIDG;24.01.2017;09.03.2018;nie ma strony www;795
62566;mazowieckie;LNW;526;;CEIDG;01.06.2017;26.04.2019;nie ma strony www;1200
62567;mazowieckie;LNW;526;;CEIDG;01.06.2017;26.01.2018;nie ma strony www;1200
62573;zachodniopomorskie;KSW;1386;;CEIDG;08.05.2017;17.12.2018;ma stronê www;1560
62574;ma³opolskie;KRW;1574;;CEIDG;02.06.2017;02.03.2018;ma stronê www;1320
62575;mazowieckie;LNW;968;;CEIDG;17.05.2017;09.07.2018;nie ma strony www;1253
62578;mazowieckie;WAW;526;;CEIDG;02.06.2017;22.10.2018;nie ma strony www;990
62580;mazowieckie;GRW;1386;;CEIDG;05.06.2017;23.04.2018;ma stronê www;950
62581;mazowieckie;GAW;1433;;CEIDG;02.06.2017;21.11.2018;ma stronê www;3040
62582;mazowieckie;WAW;1387;;CEIDG;06.06.2017;26.04.2019;ma stronê www;2500
62584;podlaskie;SUW;1387;;CEIDG;01.06.2017;21.09.2018;nie ma strony www;690
62585;lubuskie;ZGW;526;;CEIDG;15.05.2017;27.02.2019;nie ma strony www;1464
62602;pomorskie;GDW;526;;CEIDG;01.06.2017;26.08.2020;e-commerce;1850
62604;pomorskie;GDW;526;;CEIDG;29.05.2017;05.12.2019;nie ma strony www;1200
62605;pomorskie;GDW;411;;CEIDG;02.06.2017;09.04.2019;nie ma strony www;1920
62611;zachodniopomorskie;SZW;526;;CEIDG;07.06.2017;05.06.2018;nie ma strony www;1500
62612;lubuskie;GWW;652;;CEIDG;01.06.2017;23.08.2019;ma stronê www;53750
62616;³ódzkie;SRW;522;;CEIDG;07.06.2017;30.09.2020;ma stronê www;6302
62625;œl¹skie;KTW;1433;1 osoba;CEIDG;05.06.2017;02.07.2020;e-commerce;2628
62630;œl¹skie;TYW;968;;CEIDG;10.05.2017;13.08.2018;nie ma strony www;1100
62632;œl¹skie;GLW;1574;;CEIDG;25.05.2015;11.02.2020;ma stronê www;320
62635;œwiêtokrzyskie;KIW;1387;;CEIDG;01.06.2017;22.10.2020;ma stronê www;1290
62641;wielkopolskie;KNW;437;;CEIDG;22.05.2017;02.07.2020;nie ma strony www;1100
62644;wielkopolskie;KNW;968;;CEIDG;16.05.2017;19.06.2018;ma stronê www;1200
62650;dolnoœl¹skie;LGW;1402;;CEIDG;18.05.2017;06.06.2018;nie ma strony www;990
62653;lubelskie;LBW;1387;;CEIDG;18.05.2017;13.06.2018;ma stronê www;1290
62654;lubelskie;LBW;1574;;CEIDG;15.05.2017;25.04.2018;nie ma strony www;300
62664;³ódzkie;LDW;1386;;CEIDG;19.05.2017;15.05.2018;nie ma strony www;1000
62672;zachodniopomorskie;PIW;526;;CEIDG;01.06.2017;29.01.2020;ma stronê www;1428
62673;³ódzkie;PTW;98;;CEIDG;15.05.2017;13.07.2018;nie ma strony www;1278
62674;mazowieckie;PLW;411;;CEIDG;10.05.2017;21.02.2018;nie ma strony www;950
62680;³ódzkie;LDW;1402;;CEIDG;02.06.2017;18.05.2018;ma stronê www;450
62681;mazowieckie;PLW;522;;CEIDG;01.06.2017;30.10.2018;nie ma strony www;690
62688;lubelskie;BPW;1386;;CEIDG;10.05.2017;27.06.2019;nie ma strony www;1800
62690;podkarpackie;PRW;1574;;CEIDG;01.06.2017;16.10.2020;ma stronê www;2500
62696;³ódzkie;SRW;522;;CEIDG;01.06.2017;20.09.2018;nie ma strony www;750
62697;³ódzkie;SRW;848;;CEIDG;07.06.2017;19.01.2018;ma stronê www;900
62699;mazowieckie;GRW;1386;;CEIDG;01.06.2017;18.04.2018;nie ma strony www;1340
62703;pomorskie;SLW;411;;CEIDG;08.05.2017;25.09.2018;nie ma strony www;1400
62704;pomorskie;GDW;1402;;CEIDG;24.05.2017;29.10.2018;nie ma strony www;1190
62709;podlaskie;SUW;652;;CEIDG;02.06.2017;17.06.2020;nie ma strony www;500
62712;zachodniopomorskie;SZW;522;;CEIDG;04.12.1990;23.05.2019;nie ma strony www;8640
62713;zachodniopomorskie;SZW;98;;CEIDG;01.06.2017;15.11.2018;ma stronê www;1200
62715;mazowieckie;WAW;522;;CEIDG;02.06.2017;27.06.2018;ma stronê www;2163
62716;zachodniopomorskie;SZW;98;;CEIDG;26.05.2017;01.10.2019;ma stronê www;1300
62725;dolnoœl¹skie;WBW;98;;CEIDG;15.05.2017;26.10.2020;ma stronê www;1400
62726;dolnoœl¹skie;WBW;1433;;CEIDG;05.06.2017;05.02.2018;ma stronê www;1400
62738;lubelskie;LBW;522;;CEIDG;05.06.2017;03.01.2018;ma stronê www;1600
62741;podlaskie;BIW;526;2-5 osób;CEIDG;17.05.2017;07.02.2019;nie ma strony www;1920
62750;podlaskie;LMW;411;;CEIDG;15.05.2017;21.03.2018;nie ma strony www;450
62751;mazowieckie;RDW;1402;;CEIDG;15.05.2017;13.09.2018;ma stronê www;850
62752;œl¹skie;BBW;848;;CEIDG;01.06.2017;15.02.2019;ma stronê www;1550
62753;warmiñsko-mazurskie;OLW;10001;;CEIDG;06.06.2017;20.03.2019;nie ma strony www;3792
62755;warmiñsko-mazurskie;ELW;411;;CEIDG;15.05.2017;20.09.2018;nie ma strony www;700
62762;lubelskie;LBW;526;;CEIDG;15.05.2017;08.07.2019;ma stronê www;3668
62770;œl¹skie;KTW;411;;CEIDG;15.05.2017;25.09.2018;ma stronê www;650
62775;mazowieckie;WAW;526;;CEIDG;01.06.2017;07.02.2019;e-commerce;2677
62776;œwiêtokrzyskie;KIW;526;;CEIDG;24.05.2017;05.04.2019;nie ma strony www;3960
62777;wielkopolskie;POW;526;;CEIDG;06.06.2017;28.09.2020;ma stronê www;990
62780;podkarpackie;RZW;411;;CEIDG;01.06.2017;31.10.2018;nie ma strony www;600
62782;dolnoœl¹skie;WRW;10001;;CEIDG;08.05.2017;14.07.2020;ma stronê www;6090
62783;³ódzkie;LDW;1386;;CEIDG;01.06.2017;08.05.2020;nie ma strony www;950
62790;wielkopolskie;KLW;1402;;CEIDG;15.05.2017;27.11.2019;ma stronê www;650
62791;mazowieckie;PLW;98;;CEIDG;07.06.2017;20.05.2020;e-commerce;1500
62797;kujawsko-pomorskie;TOW;968;;CEIDG;08.05.2017;13.06.2019;ma stronê www;650
62800;œl¹skie;CZW;411;;CEIDG;08.05.2017;17.12.2019;nie ma strony www;840
62803;œwiêtokrzyskie;KIW;522;;CEIDG;01.06.2017;30.08.2018;ma stronê www;1100
62813;zachodniopomorskie;SZW;10001;101-250 osób;CEIDG;14.12.2005;30.06.2020;ma stronê www;6450
62815;ma³opolskie;KRW;907;;CEIDG;29.06.2017;30.05.2018;ma stronê www;2500
62818;œl¹skie;DGW;526;;CEIDG;28.10.1987;07.07.2020;e-commerce;1520
62825;dolnoœl¹skie;JGW;1171;;CEIDG;17.07.2013;04.10.2018;nie ma strony www;1150
62828;mazowieckie;LNW;1574;;CEIDG;01.12.1994;16.09.2020;ma stronê www;19044
62833;pomorskie;SLW;848;;CEIDG;24.04.2012;01.10.2020;ma stronê www;4164
62838;³ódzkie;PTW;98;;CEIDG;12.09.1996;14.11.2019;nie ma strony www;450
62844;wielkopolskie;POW;526;;CEIDG;03.11.2014;22.05.2019;e-commerce;1400
62855;mazowieckie;RDW;1433;;CEIDG;17.07.2017;13.05.2019;ma stronê www;1500
62869;mazowieckie;WAW;907;;CEIDG;06.05.2015;21.07.2020;nie ma strony www;600
62888;mazowieckie;WAW;907;;CEIDG;21.03.2014;06.02.2020;ma stronê www;2200
62889;mazowieckie;WAW;1574;;CEIDG;01.01.2004;12.10.2018;ma stronê www;450
62890;œwiêtokrzyskie;KIW;755;;CEIDG;16.06.2008;02.06.2020;ma stronê www;500
62900;³ódzkie;LDW;522;;CEIDG;07.03.2011;22.04.2020;ma stronê www;1310
62913;mazowieckie;SDW;652;;CEIDG;01.07.2017;03.12.2019;ma stronê www;9408
62918;podkarpackie;RZW;98;;CEIDG;20.06.2017;23.05.2019;ma stronê www;650
62923;mazowieckie;GAW;1387;;CEIDG;17.06.2017;02.03.2018;e-commerce;1500
62927;pomorskie;GDW;98;;CEIDG;05.07.2017;23.02.2018;ma stronê www;1300
62932;kujawsko-pomorskie;BDW;848;;CEIDG;13.06.2017;08.01.2018;ma stronê www;990
62940;œl¹skie;KTW;1386;;CEIDG;11.07.2017;08.05.2020;ma stronê www;4163
62945;warmiñsko-mazurskie;ELW;411;;CEIDG;01.07.2017;14.08.2019;nie ma strony www;990
62949;pomorskie;GDW;411;;CEIDG;13.06.2017;11.12.2018;ma stronê www;4896
62954;mazowieckie;WAW;1387;;CEIDG;04.07.2017;05.02.2020;ma stronê www;984
62965;œl¹skie;GLW;1387;;CEIDG;01.07.2017;05.03.2019;ma stronê www;1224
62966;œl¹skie;RBW;652;;CEIDG;03.07.2017;19.12.2019;nie ma strony www;840
62968;œl¹skie;RBW;411;;CEIDG;10.07.2017;30.10.2018;nie ma strony www;1400
62971;œl¹skie;RBW;1386;;CEIDG;10.07.2017;12.09.2019;ma stronê www;3320
62976;œwiêtokrzyskie;KIW;522;;CEIDG;05.07.2017;21.08.2020;nie ma strony www;500
62979;pomorskie;SLW;1402;;CEIDG;11.07.2017;09.10.2018;ma stronê www;650
62980;wielkopolskie;KNW;1386;;CEIDG;14.06.2017;21.06.2018;nie ma strony www;900
62981;wielkopolskie;POW;1433;;CEIDG;06.08.2017;07.05.2020;ma stronê www;700
62989;ma³opolskie;KRW;522;;CEIDG;14.06.2017;11.12.2019;nie ma strony www;500
62991;dolnoœl¹skie;WRW;411;;CEIDG;17.07.2017;10.05.2018;nie ma strony www;650
62993;dolnoœl¹skie;WRW;1433;;CEIDG;03.07.2017;17.12.2018;ma stronê www;1200
68405;³ódzkie;PTW;755;6-10 osób;CEIDG;16.10.1995;31.01.2020;ma stronê www;1250
68407;ma³opolskie;KRW;411;;CEIDG;04.12.2008;16.09.2020;nie ma strony www;680
68410;pomorskie;GDW;1386;;CEIDG;05.10.2015;14.02.2018;ma stronê www;300
68415;³ódzkie;PTW;1386;;CEIDG;01.06.2016;27.08.2018;ma stronê www;6484
68416;mazowieckie;RDW;437;;CEIDG;21.05.2014;14.10.2020;nie ma strony www;1910
68425;wielkopolskie;POW;652;;CEIDG;15.01.2011;10.06.2020;ma stronê www;8064
68428;zachodniopomorskie;SZW;848;;CEIDG;07.03.2016;12.03.2019;e-commerce;7360
68441;ma³opolskie;NSW;10001;;CEIDG;05.09.2017;29.01.2019;e-commerce;9200
68446;mazowieckie;LNW;437;;CEIDG;16.07.2002;19.03.2020;ma stronê www;450
68450;mazowieckie;WAW;5;;CEIDG;01.10.2015;26.09.2018;e-commerce;500
68454;ma³opolskie;KRW;755;;CEIDG;12.08.2014;16.07.2020;ma stronê www;1100
68460;mazowieckie;WAW;411;;CEIDG;31.03.2003;03.12.2019;ma stronê www;3908
68479;podlaskie;BIW;5;;CEIDG;03.08.2015;16.06.2020;ma stronê www;500
68487;mazowieckie;RDW;907;6-10 osób;CEIDG;01.02.2007;09.03.2020;ma stronê www;600
68488;podkarpackie;KOW;98;;CEIDG;27.03.2007;15.06.2018;nie ma strony www;700
68493;podlaskie;BIW;1433;;CEIDG;18.01.2018;23.02.2018;ma stronê www;850
68494;podlaskie;BIW;1574;1 osoba;CEIDG;19.02.2009;14.02.2020;nie ma strony www;594
68499;dolnoœl¹skie;WBW;848;;CEIDG;27.04.2011;13.11.2018;ma stronê www;1200
68511;œl¹skie;BBW;1574;;CEIDG;01.07.2002;28.03.2018;nie ma strony www;450
68514;mazowieckie;WAW;1171;;CEIDG;26.09.2013;02.01.2018;ma stronê www;500
68522;pomorskie;GDW;437;101-250 osób;KRS;26.03.2012;16.10.2018;e-commerce;500
68523;pomorskie;GDW;437;2-5 osób;CEIDG;02.08.1993;26.08.2020;ma stronê www;3450
68524;podkarpackie;RZW;1574;;CEIDG;01.02.2016;13.08.2018;nie ma strony www;790
68527;podkarpackie;RZW;98;;CEIDG;05.11.2015;09.02.2018;ma stronê www;1200
68534;pomorskie;GDW;1171;;CEIDG;23.03.2011;21.05.2019;ma stronê www;840
68542;œl¹skie;RBW;98;;CEIDG;03.07.2012;08.05.2019;ma stronê www;21252
68552;kujawsko-pomorskie;BDW;1433;;CEIDG;12.08.2014;20.03.2018;ma stronê www;500
68559;wielkopolskie;POW;755;6-10 osób;CEIDG;01.12.1995;28.07.2020;nie ma strony www;2592
68562;wielkopolskie;KLW;1574;;CEIDG;06.09.2001;09.04.2019;nie ma strony www;2640
68565;opolskie;OPW;437;;CEIDG;03.04.2018;19.07.2018;ma stronê www;1320
68568;œl¹skie;CZW;1386;;CEIDG;10.10.2016;02.02.2018;nie ma strony www;700
68571;wielkopolskie;KLW;907;2-5 osób;CEIDG;02.01.1992;14.07.2020;nie ma strony www;1400
68590;mazowieckie;LNW;1386;;CEIDG;29.03.2018;09.04.2018;ma stronê www;4323
68593;wielkopolskie;PIW;1386;;CEIDG;04.04.2018;22.01.2018;nie ma strony www;690
68599;pomorskie;GDW;1574;;CEIDG;05.12.2013;13.02.2018;nie ma strony www;1400
68603;œl¹skie;BBW;10001;;CEIDG;01.02.2014;12.10.2020;ma stronê www;1300
68612;kujawsko-pomorskie;BDW;1171;;CEIDG;23.09.2013;27.03.2020;ma stronê www;1100
68615;kujawsko-pomorskie;TOW;1433;;CEIDG;16.11.2009;20.02.2019;nie ma strony www;1670
68625;pomorskie;GDW;10001;;CEIDG;07.12.1998;17.04.2020;ma stronê www;2280
68629;warmiñsko-mazurskie;OLW;755;1 osoba;CEIDG;15.02.1996;20.09.2018;nie ma strony www;650
68635;pomorskie;GDW;907;;CEIDG;12.03.2018;17.06.2020;ma stronê www;2400
68661;warmiñsko-mazurskie;OLW;437;;CEIDG;21.10.2009;25.03.2019;ma stronê www;1992
68668;zachodniopomorskie;SZW;526;;CEIDG;02.09.2013;26.01.2018;nie ma strony www;695
68683;œl¹skie;BBW;1433;6-10 osób;KRS;29.04.1996;18.12.2019;ma stronê www;31968
68684;lubuskie;GWW;1387;;KRS;07.03.2018;06.06.2018;ma stronê www;16870
68687;zachodniopomorskie;KSW;848;;KRS;14.03.2018;29.05.2018;nie ma strony www;1890
68688;œl¹skie;BBW;98;;KRS;09.03.2018;19.04.2018;ma stronê www;1200
68694;œl¹skie;KTW;98;21-50 osób;KRS;12.04.2017;09.11.2018;e-commerce;19344
68695;œl¹skie;TYW;1387;;KRS;05.03.2018;14.08.2018;ma stronê www;3351
68698;wielkopolskie;KNW;522;;KRS;02.03.2015;06.07.2018;ma stronê www;4203
68741;³ódzkie;LDW;652;;CEIDG;16.05.2016;15.05.2019;nie ma strony www;8442
68742;wielkopolskie;POW;652;;CEIDG;01.12.1990;06.11.2018;ma stronê www;600
68764;mazowieckie;RDW;526;2-5 osób;CEIDG;15.03.2018;27.04.2018;nie ma strony www;3939
68772;mazowieckie;GRW;1433;1 osoba;CEIDG;21.03.2018;07.02.2020;ma stronê www;1836
68773;podlaskie;BIW;1402;;CEIDG;02.03.2018;02.09.2020;ma stronê www;9900
68782;mazowieckie;SDW;907;;CEIDG;07.03.2018;28.03.2018;e-commerce;1200
68794;dolnoœl¹skie;JGW;1386;;CEIDG;01.11.2017;06.02.2019;nie ma strony www;700
68795;pomorskie;SLW;968;;CEIDG;12.03.2018;14.03.2019;e-commerce;1350
68801;kujawsko-pomorskie;BDW;968;;CEIDG;01.03.2018;28.02.2020;nie ma strony www;700
68804;œl¹skie;CZW;522;;CEIDG;01.03.2018;30.11.2019;ma stronê www;1880
68811;wielkopolskie;KLW;522;;CEIDG;01.03.2018;12.03.2018;ma stronê www;1301
68812;œl¹skie;TYW;411;;CEIDG;01.03.2018;28.02.2018;nie ma strony www;1200
68822;ma³opolskie;KRW;98;;CEIDG;01.03.2018;02.07.2019;ma stronê www;4460
68824;podkarpackie;TBW;1386;;CEIDG;06.03.2018;14.05.2018;nie ma strony www;1500
68829;wielkopolskie;POW;1402;;CEIDG;01.03.2018;08.03.2018;ma stronê www;8000
68834;zachodniopomorskie;SZW;522;;CEIDG;01.03.2018;05.10.2018;nie ma strony www;1469
68840;œl¹skie;BBW;1402;;CEIDG;01.03.2018;06.03.2018;ma stronê www;1800
68844;kujawsko-pomorskie;TOW;411;;CEIDG;01.03.2018;10.07.2018;nie ma strony www;1690
68847;pomorskie;SLW;1402;;CEIDG;01.03.2018;23.04.2018;nie ma strony www;2050
68850;kujawsko-pomorskie;BDW;411;;CEIDG;01.03.2018;05.07.2018;nie ma strony www;690
68852;œwiêtokrzyskie;KIW;411;;CEIDG;15.03.2018;16.03.2018;nie ma strony www;690
68855;wielkopolskie;KNW;411;;CEIDG;01.03.2018;20.06.2018;ma stronê www;1500
68857;kujawsko-pomorskie;BDW;526;;CEIDG;01.03.2018;31.08.2018;ma stronê www;1600
68858;dolnoœl¹skie;WBW;1402;;CEIDG;01.03.2018;27.03.2019;nie ma strony www;2880
68861;kujawsko-pomorskie;TOW;411;;CEIDG;02.03.2018;19.04.2018;nie ma strony www;690
68873;kujawsko-pomorskie;BDW;968;;CEIDG;02.03.2018;07.11.2019;ma stronê www;1350
68876;mazowieckie;LNW;411;;CEIDG;01.03.2018;28.11.2019;ma stronê www;3456
68880;podkarpackie;RZW;1387;;CEIDG;10.03.2018;23.10.2018;ma stronê www;1350
68882;mazowieckie;WAW;1386;;CEIDG;02.03.2018;26.03.2020;ma stronê www;1490
68885;mazowieckie;LNW;522;;CEIDG;01.03.2018;08.03.2018;nie ma strony www;1200
68887;kujawsko-pomorskie;BDW;411;;CEIDG;03.03.2018;12.03.2020;ma stronê www;780
68891;ma³opolskie;KRW;1387;;CEIDG;05.03.2018;23.03.2018;nie ma strony www;1200
68894;kujawsko-pomorskie;BDW;1387;1 osoba;CEIDG;15.03.2018;08.06.2018;ma stronê www;1200
68895;lubelskie;CHW;1386;;CEIDG;16.03.2018;14.05.2018;nie ma strony www;2400
68897;mazowieckie;PLW;411;;CEIDG;01.03.2018;06.07.2018;nie ma strony www;651
68898;pomorskie;GDW;411;;CEIDG;06.03.2018;03.07.2019;ma stronê www;1190
68899;œl¹skie;CZW;1574;;CEIDG;01.03.2018;06.06.2018;nie ma strony www;1200
68900;pomorskie;GDW;411;;CEIDG;01.03.2018;24.06.2019;ma stronê www;1490
68901;pomorskie;GDW;1386;;CEIDG;01.03.2018;09.03.2018;nie ma strony www;1300
68902;pomorskie;ELW;526;;CEIDG;01.03.2018;10.04.2018;nie ma strony www;1200
68906;pomorskie;GDW;968;;CEIDG;05.03.2018;17.03.2020;nie ma strony www;3456
68907;pomorskie;GDW;526;;CEIDG;27.03.2018;28.03.2018;nie ma strony www;1800
68909;pomorskie;GDW;526;;CEIDG;14.03.2018;15.03.2018;nie ma strony www;1300
68910;œl¹skie;GLW;522;;CEIDG;06.03.2018;05.04.2018;nie ma strony www;600
68913;œl¹skie;KTW;411;;CEIDG;19.03.2018;07.05.2018;nie ma strony www;850
68923;œl¹skie;BBW;411;;CEIDG;02.03.2018;07.05.2018;nie ma strony www;750
68927;œwiêtokrzyskie;KIW;1386;;CEIDG;22.03.2018;24.04.2018;nie ma strony www;1100
68929;wielkopolskie;KNW;526;;CEIDG;19.03.2018;14.09.2020;nie ma strony www;840
68936;dolnoœl¹skie;LGW;411;;CEIDG;27.11.2009;09.03.2018;nie ma strony www;650
68938;ma³opolskie;KRW;522;;CEIDG;01.03.2018;26.03.2018;nie ma strony www;900
68939;podkarpackie;KOW;1386;;CEIDG;17.03.2018;12.06.2018;ma stronê www;650
68941;lubelskie;LBW;98;;CEIDG;15.03.2018;08.05.2018;nie ma strony www;976
68946;dolnoœl¹skie;LGW;1386;;CEIDG;27.03.2018;04.04.2018;nie ma strony www;1200
68947;lubelskie;LBW;1386;;CEIDG;06.03.2018;24.04.2018;ma stronê www;1050
68950;³ódzkie;LDW;1402;;CEIDG;08.03.2018;09.03.2018;nie ma strony www;1400
68954;³ódzkie;LDW;411;;CEIDG;20.03.2018;21.03.2018;nie ma strony www;1200
68963;warmiñsko-mazurskie;MZW;411;;CEIDG;01.03.2018;09.03.2018;nie ma strony www;690
68965;warmiñsko-mazurskie;OLW;1386;;CEIDG;05.03.2018;26.09.2018;ma stronê www;690
68969;wielkopolskie;PIW;10001;;CEIDG;13.03.2018;25.05.2020;nie ma strony www;7920
68971;mazowieckie;OSW;526;;CEIDG;06.03.2018;16.07.2019;nie ma strony www;2640
68972;ma³opolskie;KRW;1387;;CEIDG;19.03.2018;09.08.2018;e-commerce;1800
68976;wielkopolskie;POW;968;;CEIDG;02.03.2018;05.03.2018;ma stronê www;870
68977;wielkopolskie;POW;411;;CEIDG;02.03.2018;09.04.2019;nie ma strony www;1400
68978;wielkopolskie;POW;968;;CEIDG;12.03.2018;04.04.2018;nie ma strony www;2100
68992;mazowieckie;GRW;411;;CEIDG;16.02.2018;11.05.2018;ma stronê www;1800
68997;zachodniopomorskie;SZW;1433;;CEIDG;01.03.2018;07.03.2018;ma stronê www;900
68998;warmiñsko-mazurskie;MZW;1402;;CEIDG;02.03.2018;06.03.2018;nie ma strony www;690
69000;œwiêtokrzyskie;KIW;522;;CEIDG;19.03.2018;18.04.2018;nie ma strony www;1440
69006;dolnoœl¹skie;WBW;411;;CEIDG;22.03.2018;24.07.2018;nie ma strony www;2200
69007;dolnoœl¹skie;WBW;1387;;CEIDG;01.03.2018;02.03.2018;ma stronê www;990
69008;dolnoœl¹skie;WBW;526;;CEIDG;19.03.2018;27.03.2018;nie ma strony www;1400
69011;dolnoœl¹skie;WBW;848;;CEIDG;19.03.2018;16.07.2018;nie ma strony www;1200
69016;kujawsko-pomorskie;WLW;411;;CEIDG;20.03.2018;26.02.2019;nie ma strony www;1224
69020;œl¹skie;CZW;1387;;CEIDG;01.03.2018;06.07.2018;nie ma strony www;1800
69028;podlaskie;BIW;1387;1 osoba;CEIDG;07.03.2018;22.02.2019;nie ma strony www;1920
69031;wielkopolskie;POW;98;;CEIDG;01.03.2018;11.02.2019;nie ma strony www;700
69037;podkarpackie;RZW;1386;;CEIDG;28.03.2018;28.09.2018;ma stronê www;936
69040;lubelskie;LBW;1386;;CEIDG;21.03.2018;12.06.2018;ma stronê www;1800
69045;warmiñsko-mazurskie;ELW;411;;CEIDG;27.03.2018;09.07.2018;nie ma strony www;1589
69049;wielkopolskie;POW;1402;;CEIDG;06.03.2018;29.03.2018;nie ma strony www;1200
69052;wielkopolskie;KNW;522;;CEIDG;21.03.2018;22.03.2018;nie ma strony www;900
69058;mazowieckie;OSW;522;;CEIDG;02.03.2018;14.04.2020;ma stronê www;2990
69060;wielkopolskie;POW;411;;CEIDG;20.03.2018;21.05.2018;nie ma strony www;1300
69061;ma³opolskie;TRW;1574;;CEIDG;12.03.2018;12.04.2019;nie ma strony www;1500
69063;wielkopolskie;PIW;848;;CEIDG;22.03.2018;25.02.2019;ma stronê www;5943
69069;dolnoœl¹skie;LGW;1402;1 osoba;CEIDG;26.03.2018;11.07.2018;ma stronê www;1450
69071;œwiêtokrzyskie;KIW;968;;CEIDG;15.03.2018;13.07.2018;ma stronê www;1350
69076;ma³opolskie;NSW;526;;CEIDG;05.03.2018;25.07.2018;nie ma strony www;1400
69077;warmiñsko-mazurskie;OLW;968;;CEIDG;06.03.2018;05.02.2019;ma stronê www;1464
69080;dolnoœl¹skie;WRW;526;;CEIDG;15.03.2018;16.03.2018;nie ma strony www;900
69081;lubelskie;ZMW;411;;CEIDG;07.03.2018;31.07.2018;nie ma strony www;1356
69084;ma³opolskie;KRW;848;;CEIDG;15.03.2018;19.10.2020;ma stronê www;13464
69088;lubuskie;GWW;1574;;CEIDG;02.03.2018;21.08.2018;nie ma strony www;900
69089;œl¹skie;CZW;522;2-5 osób;CEIDG;20.03.2018;22.03.2018;nie ma strony www;750
69094;ma³opolskie;KRW;652;;CEIDG;06.03.2018;01.03.2019;nie ma strony www;2400
69102;zachodniopomorskie;SZW;1574;;CEIDG;03.03.2018;23.04.2018;nie ma strony www;690
69105;mazowieckie;WAW;411;;CEIDG;01.03.2018;27.02.2018;nie ma strony www;800
69106;mazowieckie;WAW;98;6-10 osób;CEIDG;16.04.2018;10.04.2019;nie ma strony www;1200
69108;œl¹skie;KTW;526;;CEIDG;05.03.2018;08.03.2018;ma stronê www;690
69116;podlaskie;BIW;522;;CEIDG;26.03.2018;23.10.2018;nie ma strony www;1134
69118;œl¹skie;BBW;522;;CEIDG;02.03.2018;31.07.2018;nie ma strony www;2000
69124;pomorskie;GDW;1402;;CEIDG;16.03.2018;30.01.2019;nie ma strony www;1920
69130;lubuskie;GWW;411;;CEIDG;08.01.2015;25.04.2018;nie ma strony www;850
69140;œl¹skie;KTW;1386;;CEIDG;13.03.2018;16.03.2018;nie ma strony www;1710
69143;œwiêtokrzyskie;KIW;652;;CEIDG;19.03.2018;02.04.2019;ma stronê www;4563
69146;ma³opolskie;KRW;1433;;CEIDG;02.03.2018;16.05.2018;nie ma strony www;700
69149;wielkopolskie;KNW;652;;CEIDG;14.03.2018;05.03.2019;nie ma strony www;1224
69155;wielkopolskie;LSW;1386;;CEIDG;06.03.2018;14.01.2019;nie ma strony www;2500
69157;lubelskie;LBW;98;;CEIDG;01.03.2018;22.06.2020;ma stronê www;6662
69158;lubelskie;LBW;411;;CEIDG;01.03.2018;14.06.2018;nie ma strony www;700
69170;opolskie;OPW;98;;CEIDG;15.03.2018;05.12.2019;ma stronê www;960
69171;wielkopolskie;PIW;968;;CEIDG;15.03.2018;14.03.2018;nie ma strony www;1600
69174;wielkopolskie;POW;411;;CEIDG;15.03.2018;28.09.2018;nie ma strony www;1300
69178;mazowieckie;PLW;411;;CEIDG;01.03.2018;09.03.2018;nie ma strony www;1600
69182;mazowieckie;RDW;907;;CEIDG;12.03.2018;18.11.2019;nie ma strony www;1224
